"IID" "secure_parents" "partic_vote" "partic_protest" "imp_immig" "imp_jobs" "imp_costliv" "imp_climate" "imp_abort" "imp_gun" "imp_crime" "imp_gaza" "imp_antisem" "imp_votright" "imp_ukraine" "imp_schteach" "imp_islamop" "highered_bias" "highered_approve" "secular_reason" "police_safe" "police_confid" "police_number" "crime_selfplc" "treatcrime_theft" "treatcrime_marij" "treatcrime_camp" "treatcrime_firearm" "treatcrime_abort" "border_patrol" "border_milit" "border_legal" "aid_ukraine" "aid_israel" "aid_palest" "prej_muslims" "prej_jews" "group_fascists" "group_kkk" "group_nazi" "group_blm" "group_atheists" "group_prolife" "group_prochoice" "group_gunrights" "group_lgbtrights" "group_feminists" "group_whitesup" "group_antigay" "group_socialist" "group_antifa" "group_christfund" "group_laborun" "group_bigbus" "group_gayles" "group_transppl" "group_christians" "group_police" "group_journal" "group_nra" "group_ruralam" "group_planparent" "group_colprofs" "group_black" "group_white" "group_hispanic" "group_asian" "group_transmen" "group_transwom" "group_jews" "group_muslims" "foreign_israel" "foreign_hamas" "foreign_israelis" "foreign_palest" "tol_freespeech" "disqual_felon" "disqual_bribe" "disqual_docs" "disqual_sexhar" "felonserve_fedoff" "empsat_paidoff" "abrtpre_abrtself" "trans_health" "trans_sportgirl" "trans_sportboy" "raceadvt_white" "raceadvt_black" "raceadvt_hispanic" "raceadvt_asian" "resent_workway" "resent_genertns" "resent_deserve" "resent_tryhard" "sexism_bprotect" "sexism_bdiff" "sexism_bhetero" "sexism_hinnoc" "sexism_hpower" "empath_concern" "empath_perspect" "school_racism" "school_gender" "abrtpre_standard.By law, a woman should always be able to obtain an abortion as a matter of perso" "abrtpre_standard.The law should permit abortion for reasons other than rape," "abrtpre_standard.Other" "abrtpre_standard.The law should permit abortion only in case of rape, incest, or when the woman's" "abrtpre_standard.By law, abortion should never be permitted."
"1385" 3 5 4 3 2 1 1 1 3 2 3 3 3 3 1 3 3 4 2 3 4 3 3 3 5 5 2 5 3 5 2 3 3 3 3 3 51 6 25 52 53 1 100 60 41 48 5 58 47 2 48 72 42 53 50 84 26 53 50 51 100 51 100 35 100 50 51 49 52 70 53 4 52 53 5 0 0 0 0 2 5 1 5 3 3 1 3 3 1 5 1 1 5 5 3 2 5 2 4 4 3 3 1 0 0 0 0
"1386" 3 5 4 4 4 3 3 2 5 2 4 3 2 4 3 4 3 3 2 5 5 2 7 3 5 5 1 5 3 3 3 3 3 2 3 2 52 57 59 52 40 20 43 19 51 21 36 56 62 53 45 14 60 57 46 54 20 52 44 21 53 36 52 46 34 52 26 34 43 45 19 21 24 27 3 1 1 1 1 2 3 1 3 3 3 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 3 3 1 0 0 0 0
"1387" 1 1 1 2 3 2 1 1 1 2 1 1 1 1 1 1 3 2 1 4 4 3 1 3 5 5 2 5 2 2 2 1 5 1 1 1 0 0 0 100 85 0 100 5 100 95 0 0 75 70 0 95 20 95 95 90 70 90 0 85 100 90 99 80 95 90 95 90 95 95 85 0 90 90 2 1 1 0 1 3 5 1 2 4 4 1 3 3 3 5 1 1 5 2 5 2 5 5 1 5 3 4 1 0 0 0 0
"1388" 1 1 4 1 2 2 4 1 1 2 3 1 1 4 1 1 3 3 1 3 3 3 7 2 5 5 2 5 2 3 5 3 3 3 2 2 0 0 0 88 50 16 36 32 67 26 0 0 0 4 50 83 56 84 64 66 8 68 1 58 77 77 100 62 66 62 52 57 75 45 42 0 75 43 3 1 1 1 1 3 3 4 5 3 3 1 3 2 2 5 1 1 5 5 5 1 5 5 2 4 1 3 0 0 0 1 0
"1389" 2 2 3 1 1 1 1 2 2 1 3 4 2 4 1 4 1 2 1 1 2 4 4 3 5 5 1 5 1 2 2 2 4 1 2 4 20 0 0 40 90 50 50 80 80 80 0 0 67 0 40 67 75 80 80 40 80 80 80 80 60 80 80 80 80 80 80 80 80 40 40 20 80 80 1 0 1 0 0 1 2 3 5 1 5 2 2 2 2 2 4 5 4 1 5 3 2 5 4 5 3 3 0 1 0 0 0
"1390" 2 1 4 1 1 1 3 2 1 1 1 3 1 2 3 3 1 1 2 3 3 3 6 2 2 2 3 1 3 3 3 4 5 2 3 2 0 0 0 9 26 67 74 29 80 21 23 0 23 21 45 47 38 52 60 66 43 15 32 20 40 41 51 39 44 21 46 31 25 24 25 9 41 33 3 1 1 1 1 2 3 5 3 3 3 2 2 2 2 2 1 2 3 4 2 1 2 4 2 4 1 1 0 0 0 1 0
"1391" 2 1 3 1 1 1 5 5 1 1 5 2 5 5 1 5 1 5 2 1 1 3 7 3 4 2 1 3 1 1 4 3 3 5 4 2 0 0 0 15 50 89 15 100 0 16 0 55 0 0 50 31 50 50 0 76 73 15 100 72 0 31 52 50 53 53 0 0 61 17 100 0 63 19 1 0 1 0 0 2 3 7 5 1 1 3 1 2 2 1 5 5 1 3 4 3 2 2 4 5 5 5 0 0 0 0 1
"1392" 2 1 4 1 1 1 5 4 4 1 2 2 3 3 1 3 1 5 2 1 2 5 7 1 5 2 1 5 1 1 3 4 1 4 4 2 0 0 0 0 50 62 69 69 50 40 0 15 0 0 82 15 42 50 50 86 89 30 73 88 39 29 88 68 85 100 50 51 87 61 83 9 84 49 2 1 1 1 0 3 1 5 5 5 5 3 1 2 3 1 5 5 1 4 3 2 1 3 5 5 4 5 0 0 1 0 0
"1393" 2 2 4 1 2 1 2 2 1 2 3 3 2 2 2 2 2 3 2 1 2 4 4 4 5 5 2 5 2 5 3 1 4 2 4 4 8 0 2 40 44 54 64 43 50 66 0 32 48 53 45 53 62 53 50 85 93 92 30 78 62 76 83 89 89 90 53 53 75 54 73 0 72 69 2 1 1 1 1 2 4 3 3 2 3 1 3 2 2 4 4 2 4 4 2 2 4 5 3 5 3 4 1 0 0 0 0
"1394" 3 2 7 1 5 1 5 3 1 1 5 5 3 5 2 5 1 5 1 1 2 5 7 1 1 1 5 5 1 1 5 5 5 5 4 4 2 0 0 0 100 77 15 100 15 0 70 50 0 0 30 0 70 50 50 40 60 0 0 70 0 15 15 100 50 50 50 50 16 15 50 0 50 0 1 0 1 0 0 2 3 5 5 1 1 2 2 2 2 1 5 5 1 3 5 4 1 2 5 4 4 5 0 0 0 1 0
"1395" 3 1 7 1 1 1 5 4 3 1 4 1 1 3 1 2 1 5 1 1 1 5 4 2 5 2 2 5 1 1 3 4 3 4 4 3 5 0 0 0 100 100 53 100 6 32 0 52 0 0 100 100 90 99 60 100 100 5 100 99 0 1 100 100 100 100 52 54 100 86 89 20 89 87 1 0 1 1 0 2 5 5 5 1 1 3 1 2 2 2 4 5 3 3 4 3 1 2 2 5 3 4 0 0 0 1 0
"1396" 2 2 4 1 2 1 5 5 5 1 2 4 1 3 1 5 1 5 1 1 3 5 5 3 5 2 2 5 1 1 5 3 1 5 5 3 0 0 1 0 60 50 50 100 0 0 0 31 14 0 50 14 50 61 0 69 60 15 100 85 0 14 15 70 63 61 0 0 69 30 59 0 60 0 1 0 1 1 0 2 4 4 5 1 1 3 1 1 1 1 5 5 1 3 5 5 2 3 5 5 5 5 0 0 1 0 0
"1397" 2 1 6 2 1 1 1 1 1 1 2 1 1 2 1 3 2 1 2 1 1 5 7 1 1 5 1 1 1 1 1 3 1 5 1 1 14 17 9 71 9 85 63 17 76 75 23 17 61 63 59 85 60 86 74 73 86 83 17 75 64 87 72 89 73 79 72 61 87 43 87 12 88 36 1 1 1 1 1 3 1 7 5 1 1 1 3 2 2 1 3 3 2 5 1 1 1 2 4 5 1 1 0 0 0 0 1
"1398" 1 2 4 1 2 1 3 1 1 1 1 1 2 2 2 2 3 3 2 1 2 4 7 4 5 3 1 5 1 1 4 2 1 3 1 1 47 3 1 77 16 100 100 1 76 74 3 2 66 34 5 53 55 60 62 76 88 53 19 52 100 56 79 72 43 54 64 64 75 54 92 5 95 56 2 1 1 0 1 3 4 1 3 5 5 2 3 1 2 2 4 4 3 5 3 3 2 3 3 5 2 4 1 0 0 0 0
"1399" 2 3 4 3 1 1 1 3 3 3 4 2 2 4 4 2 2 3 1 1 3 3 3 4 5 4 4 5 3 5 3 3 3 3 4 4 10 0 1 50 50 48 79 70 70 80 1 2 50 50 52 90 52 90 90 70 70 70 65 90 78 90 90 90 90 90 89 85 90 90 50 50 50 50 1 1 1 1 1 2 3 1 3 3 3 1 2 2 2 4 2 2 4 3 4 4 3 4 4 3 3 5 1 0 0 0 0
"1400" 2 2 5 1 3 1 5 5 5 1 5 5 3 5 1 5 1 5 1 1 2 5 7 2 5 2 2 5 1 1 3 5 5 5 4 4 1 2 3 2 5 3 1 3 1 1 1 3 1 2 2 1 10 1 2 14 3 11 15 1 2 2 3 14 14 2 1 1 1 2 1 1 1 1 1 0 1 0 0 2 5 4 3 3 3 2 2 2 2 3 5 5 3 3 3 3 3 3 4 4 5 5 1 0 0 0 0
"1401" 3 3 4 4 2 2 1 2 3 3 1 2 1 2 4 2 2 2 1 2 3 3 4 2 5 4 3 5 3 4 3 2 5 2 1 2 0 0 0 50 50 5 60 30 55 50 0 10 40 35 5 65 15 50 45 40 46 55 0 45 55 55 50 50 50 50 45 50 50 50 20 0 30 35 2 1 1 1 1 3 5 2 3 3 3 1 2 2 2 4 2 2 4 2 5 5 3 4 3 3 1 4 1 0 0 0 0
"1402" 1 2 2 4 3 3 1 1 1 3 3 2 2 2 2 3 3 2 1 1 3 3 3 3 5 5 1 5 3 5 4 1 2 1 3 3 2 1 3 85 40 14 85 3 60 77 3 6 60 15 14 77 23 50 50 64 70 60 3 49 94 96 51 51 50 50 50 49 60 50 60 2 65 64 3 1 1 1 0 3 2 1 3 3 3 1 3 3 2 4 2 2 5 3 4 3 4 4 4 5 2 4 1 0 0 0 0
"1403" 1 1 7 1 1 1 1 1 1 1 1 1 1 1 2 2 3 3 2 3 1 3 5 2 5 2 1 5 2 1 4 3 3 2 3 3 60 0 0 50 75 60 60 85 20 0 0 0 60 0 60 70 0 20 0 60 60 30 50 40 20 70 15 70 30 40 0 0 60 60 70 50 60 60 3 1 1 1 1 3 3 4 5 1 1 2 2 2 2 3 5 3 3 5 2 2 2 2 2 5 3 5 1 0 0 0 0
"1404" 2 2 2 3 4 2 1 2 2 3 2 3 1 1 3 3 2 4 1 2 3 3 3 3 5 4 1 5 3 5 3 1 4 1 2 2 0 0 0 45 49 16 87 85 51 71 1 0 30 50 46 78 23 51 49 61 58 70 10 52 84 71 51 51 52 50 51 50 61 63 22 0 62 62 2 1 1 1 0 3 1 2 4 3 3 1 3 3 2 4 1 1 5 4 5 4 5 4 2 4 1 4 1 0 0 0 0
"1405" 3 2 4 1 2 1 5 5 5 2 4 5 5 4 2 5 1 5 1 1 1 3 5 2 5 1 2 5 2 3 2 4 4 3 4 4 2 2 3 2 50 2 1 50 1 1 3 4 2 2 50 2 79 50 2 50 100 2 51 50 50 30 50 50 50 50 1 2 50 2 50 50 50 50 1 1 1 1 0 3 3 2 5 1 1 2 1 2 2 2 5 4 3 4 3 3 2 4 5 4 5 5 1 0 0 0 0
"1406" 2 2 3 3 2 2 4 1 3 1 4 4 4 3 2 4 2 1 2 2 2 3 3 2 2 2 1 2 3 3 3 4 4 4 3 3 16 45 57 100 76 77 42 87 8 16 65 72 79 52 74 70 64 18 21 76 81 73 51 75 87 60 100 88 45 80 21 24 92 55 71 100 56 40 2 0 1 0 0 2 3 7 3 3 3 2 2 2 2 3 2 1 5 5 3 2 3 4 4 4 1 1 0 0 0 1 0
"1407" 2 3 4 2 1 1 2 2 3 3 5 3 2 5 2 5 2 3 2 3 3 3 4 3 5 4 2 5 1 1 5 5 5 4 5 5 54 28 52 35 54 15 35 53 53 54 47 53 51 53 53 54 53 53 53 51 46 53 62 76 94 53 54 53 51 53 55 54 53 52 53 51 52 52 5 0 0 0 1 2 3 2 3 3 3 2 2 2 2 2 4 4 3 3 3 3 3 3 3 3 4 5 1 0 0 0 0
"1408" 2 1 5 1 1 1 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 6 3 2 1 1 1 2 2 2 1 5 1 2 4 11 61 26 60 20 52 58 31 31 19 24 60 82 11 40 38 51 56 24 41 87 57 47 65 17 42 41 44 11 56 46 81 41 79 90 57 46 58 1 1 0 1 1 1 2 7 2 2 2 1 2 2 1 2 2 4 3 3 2 1 2 2 2 2 1 2 0 1 0 0 0
"1409" 3 4 6 1 3 1 1 3 1 4 2 2 1 1 3 4 1 4 1 5 4 2 5 2 5 5 2 5 3 4 2 1 1 5 4 2 0 0 0 15 45 40 15 5 25 1 0 5 30 10 15 55 25 40 15 25 40 10 5 30 40 50 50 30 55 75 6 6 85 40 75 1 80 5 2 1 1 1 0 3 5 5 5 1 1 2 3 3 2 4 1 4 2 4 4 2 1 1 4 5 2 5 0 1 0 0 0
"1410" 1 2 4 4 3 3 2 4 4 3 3 4 2 3 4 4 2 2 1 2 3 3 5 4 4 4 2 5 3 2 3 3 2 2 4 4 7 0 5 69 60 60 56 56 60 9 50 11 70 50 53 55 60 70 50 70 66 59 51 52 51 73 70 70 60 55 50 50 51 34 51 0 55 40 1 1 0 1 1 3 3 5 4 4 4 2 2 2 2 3 2 2 3 3 2 2 3 4 5 3 3 3 0 1 0 0 0
"1411" 3 2 4 4 3 2 1 1 1 2 2 4 2 3 1 3 2 3 1 2 5 1 3 4 5 5 1 5 4 4 3 2 5 1 2 3 0 0 0 90 51 0 90 6 89 78 0 0 50 53 0 50 42 70 55 37 31 51 0 40 90 50 52 30 50 70 69 53 49 53 16 17 52 86 2 1 1 1 1 3 4 1 1 5 5 1 3 3 2 5 1 1 5 2 4 4 5 4 4 3 3 3 1 0 0 0 0
"1412" 1 1 4 1 3 1 3 3 1 3 5 5 1 5 1 5 1 3 1 3 3 3 7 4 4 1 2 3 1 1 5 5 5 5 5 5 0 0 0 0 2 47 53 96 0 0 0 0 0 0 18 0 50 0 0 33 56 0 100 98 58 68 50 53 54 52 0 0 66 0 0 0 1 1 1 1 1 0 1 3 3 4 5 1 1 2 2 2 2 1 5 5 1 3 3 1 1 1 5 5 5 5 0 0 0 1 0
"1413" 2 2 4 3 3 3 4 3 3 3 3 3 2 3 3 2 3 3 2 2 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 0 50 0 50 51 50 0 52 50 0 51 0 52 50 51 0 1 52 52 50 50 59 50 51 52 49 51 50 0 1 50 70 50 0 0 29 3 1 1 1 1 2 3 1 3 3 3 1 3 2 2 4 2 2 3 4 3 3 3 3 4 3 4 4 1 0 0 0 0
"1414" 2 1 4 1 1 1 4 4 1 1 2 3 1 3 1 4 1 5 1 1 2 5 5 2 4 2 2 5 1 1 1 5 2 4 4 4 0 10 0 31 79 29 50 94 50 61 0 35 16 0 29 16 10 95 50 96 97 84 60 94 5 40 100 100 100 100 50 51 100 86 86 1 96 51 1 1 1 1 0 2 4 4 5 1 1 1 1 2 2 3 4 3 2 4 3 3 2 4 3 5 4 5 0 1 0 0 0
"1415" 1 1 4 4 2 3 1 5 1 1 1 1 1 1 1 2 1 3 1 1 2 3 5 3 5 1 1 5 2 4 4 1 5 2 1 1 0 0 0 16 52 9 53 0 51 43 0 88 23 4 2 70 25 59 39 44 71 68 0 72 51 86 100 100 100 100 63 64 100 56 66 0 100 90 1 1 1 1 1 3 4 2 4 1 1 1 3 3 2 5 2 2 5 5 3 1 3 5 1 5 1 2 1 0 0 0 0
"1416" 3 3 4 4 3 3 2 1 2 3 1 4 1 1 1 4 3 3 2 4 3 4 3 4 5 5 3 5 4 5 2 5 5 2 2 2 17 17 1 78 91 14 71 22 76 84 1 19 48 17 13 76 34 92 83 39 43 84 11 80 95 71 74 44 94 82 95 87 51 82 15 42 29 52 2 1 1 1 1 3 4 2 4 5 5 1 3 3 2 4 2 2 5 3 4 3 5 5 3 5 3 3 1 0 0 0 0
"1417" 2 2 5 2 3 3 5 2 4 3 4 4 5 4 4 4 2 3 1 3 4 4 4 3 5 2 1 5 2 4 2 2 2 2 4 4 15 15 14 75 86 47 77 30 78 76 15 15 60 50 15 81 50 78 51 15 50 77 15 49 77 76 76 77 76 78 77 75 77 77 70 1 70 70 2 1 1 0 0 2 1 1 1 4 4 1 3 2 2 3 2 3 3 3 4 3 4 3 5 5 3 4 1 0 0 0 0
"1418" 1 2 4 4 3 3 1 2 2 4 1 2 1 1 1 2 3 3 1 1 3 3 1 4 5 5 2 5 2 5 3 1 4 1 2 3 0 0 0 90 100 5 95 5 95 70 0 0 50 85 0 50 30 95 95 30 55 70 0 50 100 50 100 50 100 100 95 95 100 70 85 0 60 95 1 1 1 0 1 2 2 2 2 3 3 1 3 3 2 4 2 2 5 4 5 5 3 5 4 4 2 4 0 0 1 0 0
"1419" 3 2 5 4 2 4 1 4 3 3 4 3 2 1 3 5 1 1 1 1 2 3 1 2 5 5 1 5 1 5 4 1 1 4 3 3 1 1 1 100 100 100 100 1 100 100 1 100 100 100 1 85 1 100 100 1 100 100 1 100 100 100 100 100 100 100 100 100 100 100 100 1 100 50 1 1 1 0 1 3 3 1 3 3 3 1 3 3 3 5 1 3 5 3 3 3 2 4 4 5 2 3 1 0 0 0 0
"1420" 3 3 4 3 3 2 2 3 2 2 2 3 2 2 3 5 4 3 2 2 3 4 5 2 3 3 1 5 2 2 4 1 3 2 3 3 0 0 0 38 40 59 52 52 52 25 0 13 3 15 21 46 24 64 48 77 85 83 12 57 47 84 71 62 48 58 33 42 56 2 5 0 54 39 2 1 1 1 1 3 3 4 4 3 3 2 2 2 2 3 4 3 2 4 3 2 4 4 5 4 3 3 0 1 0 0 0
"1421" 2 1 1 4 4 3 1 2 2 3 3 2 1 1 3 2 3 1 1 1 3 4 5 2 5 3 1 5 3 5 2 1 4 1 2 3 0 0 0 90 100 0 100 0 100 95 0 0 90 60 0 80 60 100 100 80 70 70 0 85 100 100 100 100 100 100 100 100 100 90 70 0 75 40 1 1 1 1 1 1 3 1 2 5 5 1 3 3 2 4 2 2 5 4 5 3 4 3 4 3 3 3 1 0 0 0 0
"1422" 3 1 2 4 3 1 1 1 1 4 3 2 1 2 4 2 3 2 1 2 4 2 1 4 5 4 1 5 3 5 2 1 4 1 1 2 0 0 0 90 100 0 91 14 91 83 0 0 70 74 0 68 12 100 100 0 41 60 0 60 100 81 91 66 87 100 100 100 93 87 59 60 52 55 1 1 1 1 1 3 2 1 2 4 4 1 3 3 3 5 1 2 5 5 2 5 4 3 1 5 2 4 1 0 0 0 0
"1423" 3 1 4 1 1 1 4 3 1 1 3 1 1 4 1 2 1 4 2 1 2 4 7 1 5 2 1 5 1 1 2 4 4 3 2 2 0 0 0 15 50 75 75 100 0 40 0 5 29 0 50 50 50 80 85 100 100 50 100 99 25 50 100 100 100 100 51 94 100 51 100 0 100 100 2 1 1 1 0 2 3 6 5 3 5 2 2 2 2 3 5 3 3 4 3 3 2 3 5 4 5 5 0 0 0 1 0
"1424" 2 2 3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 5 2 2 2 1 2 2 2 3 3 3 3 2 3 63 10 42 60 56 39 42 70 47 50 44 30 64 68 60 69 53 33 48 77 56 35 51 58 33 56 74 66 23 48 43 40 41 40 63 67 66 59 3 1 1 1 1 1 3 3 3 3 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 0 1 0 0 0
"1425" 3 2 5 1 2 1 5 2 4 1 3 2 1 4 1 4 1 5 2 1 2 5 7 2 3 3 2 1 1 1 5 5 2 2 4 2 3 4 4 3 7 100 3 50 5 60 3 70 3 3 100 42 7 4 5 90 85 15 53 94 2 12 75 85 99 100 4 5 92 15 85 4 87 17 1 0 1 1 0 3 1 6 5 1 1 3 1 2 3 1 5 5 1 4 3 3 2 3 3 3 4 5 0 0 0 1 0
"1426" 3 3 7 2 2 1 2 3 2 2 3 5 2 3 2 5 3 3 2 1 4 3 6 3 3 3 1 3 2 3 4 4 4 2 3 3 49 14 17 54 51 59 52 52 11 50 12 51 51 50 49 55 72 15 15 100 100 50 51 64 62 75 55 50 50 52 18 18 53 50 66 9 63 26 2 1 1 1 1 3 3 5 5 1 5 2 2 2 2 2 4 4 2 5 3 1 2 3 3 3 5 5 0 0 0 1 0
"1427" 3 1 1 4 4 4 2 1 1 3 3 4 3 4 2 4 2 1 1 3 4 3 3 4 4 4 2 5 3 4 4 2 2 2 2 3 2 3 2 69 99 6 97 100 94 94 6 5 85 25 0 99 10 93 93 8 26 88 4 62 90 100 89 78 81 85 92 88 74 68 54 2 89 46 2 1 0 0 0 1 2 1 3 4 4 1 3 3 2 5 1 1 5 5 5 5 5 5 2 5 1 1 1 0 0 0 0
"1428" 2 1 4 1 1 1 4 1 3 1 3 2 1 3 1 4 1 5 2 1 1 5 4 3 4 3 2 5 1 1 3 1 1 3 4 3 0 0 0 0 0 79 0 61 0 9 0 0 0 0 76 42 72 9 0 100 91 53 73 89 14 56 81 91 87 78 0 0 91 71 86 0 85 70 1 1 1 1 1 3 4 6 5 1 1 2 2 2 2 1 3 4 3 5 3 1 2 3 4 3 4 5 0 0 0 1 0
"1429" 1 3 4 5 3 3 1 2 4 3 2 2 2 2 4 2 3 3 1 2 2 4 4 4 5 5 1 5 4 5 1 1 3 1 3 3 0 0 0 60 85 1 86 5 85 85 0 0 6 81 0 91 42 91 94 0 69 91 0 60 92 93 94 89 94 92 92 92 90 88 60 0 60 60 1 1 1 1 1 3 1 1 1 5 5 1 3 3 3 5 1 1 5 1 5 5 5 5 2 5 2 3 1 0 0 0 0
"1430" 3 2 5 1 2 1 5 5 4 1 2 2 2 3 1 5 1 5 1 1 1 4 7 2 2 1 1 5 1 2 3 3 2 4 3 2 0 0 0 0 50 60 75 55 30 50 0 0 0 0 5 0 90 50 50 85 97 1 60 100 0 15 70 70 70 50 0 50 70 50 85 0 50 50 1 1 0 1 0 3 3 6 5 1 1 2 1 2 2 2 5 5 2 5 2 1 2 3 5 5 5 5 0 0 0 1 0
"1431" 3 3 4 2 1 2 2 3 2 3 4 3 3 4 1 3 4 2 2 4 3 4 4 3 5 3 3 5 2 1 1 5 5 5 4 4 60 60 54 60 73 59 53 73 60 59 59 60 53 50 71 72 72 61 74 70 84 68 61 84 70 72 71 73 70 69 70 67 68 73 60 62 60 59 3 1 1 1 1 2 5 4 5 2 2 2 2 2 2 2 4 3 2 4 3 3 4 4 5 5 4 4 0 1 0 0 0
"1432" 1 5 5 1 1 1 3 1 3 1 5 5 4 5 1 5 3 2 3 5 4 3 4 2 2 4 3 5 1 1 5 5 1 4 5 5 35 14 8 9 7 82 9 9 22 17 13 20 10 25 89 5 19 25 8 100 29 14 12 61 6 39 15 13 17 9 9 14 7 18 6 8 12 21 1 1 1 1 1 3 5 6 5 1 1 2 1 2 2 1 3 5 1 5 1 1 1 3 1 2 4 5 0 0 0 1 0
"1433" 2 5 4 1 2 1 5 4 4 3 5 5 5 5 1 5 1 5 1 1 2 4 6 3 4 4 2 4 1 1 5 4 3 3 4 5 3 4 4 0 54 32 35 47 42 9 1 55 2 2 23 51 51 53 50 51 79 13 53 75 31 40 72 91 40 54 51 63 52 2 40 52 42 53 2 1 1 1 1 3 3 2 5 1 1 3 2 2 2 1 5 4 2 5 4 2 3 3 3 5 2 5 1 0 0 0 0
"1434" 3 1 1 2 3 3 1 1 2 4 1 1 1 2 1 3 2 2 1 2 3 3 1 4 5 5 1 5 2 5 1 1 1 5 4 2 0 0 0 40 85 0 100 0 70 100 0 0 40 100 0 60 50 100 100 50 70 40 0 60 85 85 50 50 50 50 100 100 100 85 70 0 100 40 2 1 1 1 1 3 3 1 1 5 5 1 3 3 2 5 1 2 5 1 5 5 2 5 1 5 2 2 1 0 0 0 0
"1435" 3 2 4 4 3 3 1 2 2 4 3 3 2 2 2 2 3 2 1 3 3 3 2 4 5 4 2 5 3 5 2 1 4 2 1 4 0 0 0 85 90 15 90 10 85 90 0 0 90 85 15 85 50 85 85 40 70 90 0 60 100 85 80 70 85 85 85 80 85 85 30 5 60 85 1 1 1 0 0 3 3 1 2 4 4 1 3 3 2 5 1 2 5 3 3 3 4 5 4 3 2 3 1 0 0 0 0
"1436" 3 4 1 4 3 3 1 1 3 3 2 2 1 2 3 3 2 3 1 2 4 4 4 3 5 4 3 5 2 5 1 1 4 1 3 4 1 0 0 42 50 17 72 39 54 50 0 2 63 51 31 86 51 52 54 52 72 86 14 83 90 71 49 52 53 52 53 52 59 50 51 52 52 86 1 0 1 1 1 1 4 1 3 4 5 1 3 3 2 5 2 3 5 3 5 2 3 5 5 4 2 4 1 0 0 0 0
"1437" 2 2 4 2 1 1 3 4 1 1 4 5 1 3 3 4 4 3 3 3 4 2 7 4 5 3 1 5 3 2 5 3 5 3 4 4 20 0 7 86 1 17 50 8 17 51 0 51 39 5 39 52 53 31 10 100 41 61 1 70 33 88 100 40 85 40 16 20 32 50 16 16 15 17 1 1 1 1 1 2 3 4 5 3 3 1 3 2 2 3 2 1 5 5 3 2 3 3 2 5 1 5 0 0 0 1 0
"1438" 2 3 4 2 1 1 1 1 2 1 1 5 1 2 2 1 5 5 2 4 4 4 7 4 5 2 2 2 2 3 4 3 3 3 1 5 25 5 2 18 3 15 21 43 9 19 7 10 26 14 10 23 35 31 36 18 18 27 12 19 100 15 84 17 13 12 8 15 4 33 2 37 0 93 2 1 1 1 1 1 4 1 3 3 3 2 2 2 2 3 3 1 1 3 3 3 3 3 4 4 4 3 0 1 0 0 0
"1439" 1 3 6 2 1 1 5 1 3 2 3 3 2 3 3 2 1 5 1 2 3 3 2 2 5 3 2 5 2 3 3 3 3 3 2 3 0 0 0 50 50 50 50 50 50 50 0 0 15 0 15 20 30 50 50 50 50 50 40 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 1 1 1 1 1 2 2 1 4 1 1 1 3 3 3 3 2 2 5 3 5 3 4 4 5 5 2 5 1 0 0 0 0
"1440" 1 1 6 2 3 3 3 2 1 2 5 5 2 4 2 4 1 2 1 2 2 4 6 2 5 5 2 5 3 1 5 4 4 4 3 3 24 16 16 7 43 100 97 100 100 66 20 18 50 14 71 57 55 56 20 72 83 46 100 95 89 58 78 74 0 64 35 32 59 47 28 16 36 42 3 1 0 0 0 2 3 1 5 1 1 1 2 2 2 2 2 2 2 5 4 2 3 5 3 3 4 5 1 0 0 0 0
"1441" 3 1 3 1 2 1 2 2 1 1 2 3 1 3 1 3 1 5 1 1 1 5 4 1 4 2 1 5 1 1 5 3 2 1 1 1 1 1 1 86 50 85 77 50 86 45 1 1 1 1 85 94 63 50 50 84 100 37 50 100 73 38 100 100 100 100 50 50 100 90 89 1 88 92 1 0 1 0 0 2 4 5 5 1 1 2 2 2 2 2 2 2 2 5 3 2 2 4 1 5 1 5 0 1 0 0 0
"1442" 3 1 6 1 1 1 1 5 1 1 5 1 1 4 2 5 3 2 2 3 1 5 7 1 4 1 3 1 1 1 5 3 1 5 4 1 6 49 1 6 2 99 6 99 53 16 13 51 10 5 99 3 80 63 77 100 82 88 100 100 7 99 50 98 40 83 51 57 99 2 100 4 100 9 1 0 0 0 0 2 3 6 5 3 3 3 1 1 2 1 5 5 1 5 1 1 3 5 1 5 5 5 0 0 0 1 0
"1443" 1 2 3 2 1 2 2 1 1 3 2 4 1 1 3 4 3 3 1 3 3 3 4 3 4 4 2 5 3 5 3 1 3 3 5 5 0 0 0 65 50 15 60 0 15 40 0 15 15 0 0 70 30 50 50 15 50 50 0 50 68 65 50 50 50 50 50 50 50 15 50 0 50 50 3 1 1 1 0 3 3 2 4 5 5 2 3 2 2 3 2 3 4 4 5 3 2 3 3 5 4 5 1 0 0 0 0
